company,description,category,review_id,stars,title,review
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",443,5,"Brilliant company for all supplement supplies…","Brilliant company for all supplement needs for my horses. I would recommend their worming programme, keeps me up to date and ensures I don't either under or over worm the neddies. It is a pity you don't do prescription supplies, would be useful. Lovely helpful staff, and the deliveries are prompt and a treat to open!!!"
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",444,5,"Always a pleasure to shop here","Always a pleasure to shop here, so much choice of quality goods and knowledgeable advice if needed."
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",445,5,"Fab company to order from","I would definitely recommend ordering from this company. I got my parcel today (Christmas Eve) in less than 24 hours of ordering it on the 23rd December. Always great service. Hope you all at Supplement Solutions have a lovely Christmas 🎄 😊 "
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",446,5,"Excellent!","Excellent range of products, easy to use website and ordering process. Fast delivery with a little treat in the box as well!I always love buying from Supplement Solutions, it feels like I know the team!"
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",447,5,"Order always arrives very quickly","Order always arrives very quickly, great products at a good price "
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",448,5,"Just a very fast and efficient service","Just a very fast and efficient service. You do promotions shame that the calmer I  buy from you is never on promotion. Buy a great service all the same. "
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",449,5,"The Best Hat Fitting Experience ","The most thorough caring hat fitting we’ve ever had, and 5 children we’ve had lots!! The first place that’s actually had a hat that fits our youngest daughter properly.  The colour my daughter wanted wasn’t in stock but only took 1 week to arrive and a phone call as soon as it had. Amazing customer service with amazing products won’t go anywhere else for hats again after trying here. Thankyou! "
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",450,5,"Fantastic company huge range on all…","Fantastic company huge range on all products but for me  what makes this my number one choice always is the lovely bubbly helpful staff ❤️"
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",451,5,"Excellent service from supplement…","Excellent service from supplement solutions as always. Slight issue with delivery company and the girls sorted it in no time and it arrived the following day.   "
"www.supplementsolutions.co.uk","Award-winning online retailer of equine supplements & care products, pet products, flea treatments and wormers. Established 15 years; Supplement Solutions prides itself on providing excellent customer service and helpful advice from its team of friendly Supplement Specialists. ","Sports",452,5,"Easy ordering","Easy ordering. Product was delayed form the suppliers. A representative supplement solutions contacted me to advise of the delay. Product was delivered on the correct date and i was advised when it was going to be delivered each step of the way.The product is extremely good. My horse is very susceptible to laminitis being a good doer puts on weight, just by looking at grass. This combined with restricted gazing and part of a balance diet gives my horse the right amount of minerals/protein that they require to help control laminitis "
